Order ID,Order Date,Region,Channel,Product,Units,Unit Price,Refunded
SO-00102,2025-02-07,South,retail,Sprocket,9,175.38,false
SO-00103,2025-01-24,North,partner,Sprocket,5,176.36,false
SO-00104,2025-11-06,North,online,Flange,14,86.38,false
SO-00105,2025-01-27,East,partner,Gadget,4,70.49,false
SO-00106,2025-12-08,West,retail,Flange,9,118.01,false
SO-00107,2025-07-06,South,retail,Gadget,8,90.75,false
SO-00108,2025-06-08,East,retail,Doohickey,20,125.83,false
SO-00109,2025-12-24,South,partner,Doohickey,8,40.65,false
SO-00110,2025-09-15,South,partner,Widget,2,9.63,false
SO-00111,2025-08-06,North,partner,Widget,4,46.28,false
SO-00112,2025-02-07,North,partner,Gadget,18,48.38,false
SO-00113,2025-09-05,West,retail,Gadget,11,67.12,false
SO-00114,2025-02-08,North,retail,Flange,7,84.43,false
SO-00115,2025-07-19,South,retail,Gadget,20,63.97,false
SO-00116,2026-01-24,South,retail,Doohickey,19,24.69,false
SO-00117,2025-02-10,North,retail,Flange,19,91.40,false
SO-00118,2025-06-03,North,online,Doohickey,7,164.64,false
SO-00119,2025-02-11,East,retail,Doohickey,10,159.65,false
SO-00120,2025-07-03,East,retail,Widget,11,130.00,false
SO-00121,2025-11-01,East,retail,Flange,10,86.82,false
SO-00122,2025-07-24,South,online,Doohickey,12,12.15,false
SO-00123,2025-10-27,West,online,Flange,12,145.10,false
SO-00124,2025-03-21,South,online,Widget,15,159.51,false
SO-00125,2026-02-20,North,online,Flange,2,101.59,false
SO-00126,2025-06-01,North,partner,Sprocket,3,108.10,false
SO-00127,2026-02-08,North,retail,Widget,9,134.77,false
SO-00128,2025-02-13,North,partner,Gadget,4,136.28,false
SO-00129,2025-05-06,South,retail,Flange,11,139.53,false
SO-00130,2025-06-29,East,retail,Gadget,16,91.94,true
SO-00131,2025-12-29,North,retail,Doohickey,1,146.62,true
SO-00132,2025-08-26,North,partner,Doohickey,1,145.99,false
SO-00133,2025-08-04,South,online,Gadget,13,125.66,false
SO-00134,2025-04-15,West,retail,Flange,10,55.13,true
SO-00135,2025-08-30,East,partner,Widget,10,119.45,false
SO-00136,2025-02-01,West,online,Flange,16,164.40,true
SO-00137,2025-06-10,North,online,Gadget,12,45.39,false
SO-00138,2025-11-04,West,partner,Flange,8,84.02,false
SO-00139,2025-07-26,South,retail,Flange,18,90.47,false
SO-00140,2025-09-06,West,retail,Flange,3,91.01,false
SO-00141,2025-07-24,North,online,Gadget,13,175.88,false
SO-00142,2026-02-01,East,online,Gadget,1,158.34,false
SO-00143,2025-08-19,South,partner,Sprocket,20,158.47,false
SO-00144,2025-03-22,East,online,Doohickey,17,30.55,false
SO-00145,2025-05-17,North,online,Flange,6,8.23,false
SO-00146,2026-02-25,South,online,Doohickey,9,113.76,false
SO-00147,2025-02-19,West,partner,Sprocket,3,172.34,false
SO-00148,2025-10-06,East,online,Gadget,14,41.21,true
SO-00149,2026-02-05,West,online,Widget,18,79.06,false
SO-00150,2025-03-22,East,retail,Doohickey,13,21.08,false
SO-00151,2025-08-28,North,retail,Widget,5,26.19,false
SO-00152,2025-12-13,West,partner,Widget,15,10.12,false
SO-00153,2025-12-31,West,online,Doohickey,19,27.49,true
SO-00154,2026-02-14,South,partner,Gadget,10,115.98,false
SO-00155,2026-01-19,East,retail,Sprocket,18,122.67,false
SO-00156,2025-04-07,South,retail,Widget,11,61.27,false
SO-00157,2025-10-16,West,partner,Doohickey,15,150.22,true
SO-00158,2025-02-22,South,partner,Widget,5,124.56,false
SO-00159,2025-04-03,South,retail,Widget,15,109.95,true
SO-00160,2025-02-21,South,online,Gadget,4,82.62,true
SO-00161,2025-06-24,West,partner,Gadget,7,139.90,false
SO-00162,2025-09-05,East,retail,Flange,1,133.03,false
SO-00163,2025-12-25,East,online,Flange,17,11.19,false
SO-00164,2025-04-07,East,retail,Sprocket,4,103.84,false
SO-00165,2025-09-18,East,retail,Widget,20,130.71,false
SO-00166,2026-01-28,East,partner,Gadget,12,113.27,false
SO-00167,2025-03-14,South,partner,Gadget,19,170.52,false
SO-00168,2026-02-02,North,online,Gadget,16,107.16,false
SO-00169,2025-06-18,North,retail,Doohickey,15,159.87,false
SO-00170,2026-01-09,South,online,Flange,18,101.94,true
SO-00171,2025-10-14,East,online,Doohickey,20,33.05,true
SO-00172,2025-05-28,East,online,Flange,12,150.89,false
SO-00173,2025-11-02,North,retail,Widget,13,38.97,false
SO-00174,2025-06-07,West,partner,Flange,1,35.27,false
SO-00175,2025-08-28,North,online,Flange,13,28.34,false
SO-00176,2025-03-30,East,partner,Gadget,9,49.99,false
SO-00177,2025-01-28,North,partner,Gadget,13,173.00,false
SO-00178,2025-02-22,West,retail,Sprocket,20,165.05,false
SO-00179,2026-01-24,West,retail,Sprocket,15,152.18,false
SO-00180,2025-08-11,North,partner,Widget,17,64.82,false
SO-00181,2025-08-10,West,online,Doohickey,2,58.92,false
SO-00182,2025-08-10,West,partner,Doohickey,10,159.81,true
SO-00183,2025-05-06,North,retail,Gadget,17,158.16,true
SO-00184,2025-09-01,North,partner,Gadget,18,60.68,false
SO-00185,2025-05-01,North,partner,Doohickey,18,80.48,false
SO-00186,2025-04-24,West,partner,Widget,3,24.95,false
SO-00187,2025-03-05,West,online,Doohickey,8,133.25,true
SO-00188,2025-06-16,South,online,Sprocket,15,148.26,false
SO-00189,2025-03-14,East,partner,Flange,8,15.89,true
SO-00190,2025-08-21,East,retail,Doohickey,16,32.64,false
SO-00191,2025-04-16,South,retail,Widget,7,62.33,false
SO-00192,2025-08-30,North,online,Flange,7,99.69,false
SO-00193,2025-04-09,North,partner,Widget,10,132.83,false
SO-00194,2025-05-21,West,partner,Gadget,11,127.70,false
SO-00195,2025-08-01,North,online,Gadget,10,28.75,false
SO-00196,2025-05-18,South,partner,Gadget,17,122.31,false
SO-00197,2025-07-10,North,partner,Flange,8,176.07,false
SO-00198,2025-12-08,South,retail,Gadget,3,87.59,true
SO-00199,2025-08-14,North,partner,Widget,1,111.15,false
SO-00200,2025-10-03,East,retail,Flange,3,36.30,false
SO-00201,2025-05-06,South,retail,Flange,1,40.05,false
SO-00202,2025-01-18,West,partner,Sprocket,1,167.83,false
SO-00203,2025-01-31,South,online,Flange,12,63.18,false
SO-00204,2026-02-05,North,partner,Doohickey,17,150.26,false
SO-00205,2026-01-17,South,partner,Gadget,4,112.59,false
SO-00206,2025-12-09,West,partner,Doohickey,8,52.66,false
SO-00207,2025-04-24,West,retail,Widget,7,110.65,true
SO-00208,2025-10-21,West,online,Doohickey,5,112.63,false
SO-00209,2025-09-12,West,partner,Sprocket,9,155.35,true
SO-00210,2025-02-07,North,online,Flange,18,107.67,false
SO-00211,2025-11-16,South,online,Doohickey,14,15.28,false
SO-00212,2026-02-24,East,partner,Sprocket,3,119.81,false
SO-00213,2025-03-29,West,retail,Gadget,6,93.46,false
SO-00214,2026-02-07,West,online,Doohickey,14,88.30,false
SO-00215,2025-12-27,North,online,Sprocket,20,177.62,false
SO-00216,2026-01-17,West,partner,Widget,1,49.39,false
SO-00217,2025-03-14,North,retail,Flange,10,89.17,true
SO-00218,2025-01-18,South,retail,Doohickey,4,102.92,false
SO-00219,2025-08-03,West,online,Gadget,12,61.11,false
SO-00220,2025-04-22,North,online,Sprocket,19,119.76,true
SO-00221,2026-01-13,East,partner,Flange,6,87.57,false
SO-00222,2025-04-20,West,retail,Widget,7,79.98,false
SO-00223,2025-04-05,South,retail,Gadget,13,44.89,false
SO-00224,2026-01-24,East,retail,Sprocket,16,178.85,false
SO-00225,2025-09-07,South,partner,Sprocket,14,20.52,false
SO-00226,2025-07-05,East,partner,Widget,17,39.31,false
SO-00227,2025-09-20,West,partner,Gadget,9,25.79,true
SO-00228,2025-03-20,East,online,Gadget,4,11.51,false
SO-00229,2025-07-16,West,online,Sprocket,11,52.08,false
SO-00230,2025-12-09,North,retail,Sprocket,20,48.99,true
SO-00231,2025-04-07,South,partner,Flange,5,13.47,false
SO-00232,2025-07-30,West,retail,Flange,5,96.92,false
SO-00233,2025-05-14,East,partner,Sprocket,13,33.32,false
SO-00234,2025-05-24,West,retail,Gadget,13,96.89,false
SO-00235,2025-04-26,North,retail,Doohickey,12,113.15,false
SO-00236,2025-01-21,North,partner,Sprocket,19,9.95,false
SO-00237,2025-12-05,North,online,Flange,12,122.65,false
SO-00238,2025-05-01,East,online,Sprocket,4,75.50,true
SO-00239,2025-09-08,West,retail,Doohickey,16,128.97,false
SO-00240,2025-03-23,West,online,Sprocket,6,68.32,false
SO-00241,2025-09-24,North,partner,Doohickey,14,146.32,false
SO-00242,2025-10-26,East,partner,Flange,10,128.43,true
SO-00243,2025-07-20,North,retail,Widget,13,54.78,false
SO-00244,2025-09-11,East,retail,Doohickey,9,20.43,true
SO-00245,2025-06-27,East,retail,Flange,10,53.05,false
SO-00246,2025-11-25,West,retail,Flange,11,172.20,false
SO-00247,2025-01-16,South,online,Widget,20,101.37,false
SO-00248,2025-08-01,North,retail,Widget,15,159.31,false
SO-00249,2025-07-17,North,online,Flange,9,61.08,false
SO-00250,2025-08-31,North,online,Flange,7,54.40,false
SO-00251,2025-12-15,South,online,Flange,1,167.35,false
SO-00252,2025-01-02,South,partner,Sprocket,18,21.60,false
SO-00253,2025-12-20,East,retail,Doohickey,4,160.45,false
SO-00254,2026-02-17,South,partner,Sprocket,6,173.79,false
SO-00255,2025-03-23,East,partner,Sprocket,19,58.51,false
SO-00256,2025-05-27,East,partner,Flange,16,48.77,false
SO-00257,2025-07-05,East,partner,Gadget,17,134.85,true
SO-00258,2025-02-05,North,partner,Doohickey,4,154.02,false
SO-00259,2026-01-31,West,online,Gadget,20,157.00,false
SO-00260,2025-01-28,East,retail,Sprocket,17,135.19,false
SO-00261,2025-05-10,East,retail,Doohickey,6,65.42,false
SO-00262,2025-10-16,South,partner,Sprocket,5,115.15,false
SO-00263,2026-02-15,South,online,Gadget,13,114.84,false
SO-00264,2025-04-29,South,online,Sprocket,19,127.34,false
SO-00265,2025-05-18,East,retail,Doohickey,13,74.51,false
SO-00266,2025-01-25,South,partner,Widget,2,41.33,false
SO-00267,2026-01-10,North,retail,Doohickey,1,151.24,false
SO-00268,2025-03-29,East,online,Doohickey,15,145.68,false
SO-00269,2025-04-25,West,partner,Flange,14,139.64,false
SO-00270,2025-07-19,South,partner,Doohickey,5,84.07,true
SO-00271,2025-10-12,East,retail,Sprocket,4,34.12,true
SO-00272,2025-05-19,South,retail,Sprocket,9,63.41,true
SO-00273,2025-09-04,South,retail,Flange,9,104.14,false
SO-00274,2025-02-02,North,retail,Widget,1,39.39,false
SO-00275,2025-03-13,South,retail,Sprocket,2,79.31,false
SO-00276,2025-07-22,North,online,Flange,20,120.98,false
SO-00277,2025-05-10,East,online,Doohickey,8,179.02,false
SO-00278,2025-10-20,North,online,Widget,6,100.71,true
SO-00279,2025-05-19,East,online,Flange,10,18.83,false
SO-00280,2025-01-06,South,online,Doohickey,1,139.90,false
SO-00281,2026-02-19,South,partner,Sprocket,13,60.97,false
SO-00282,2025-12-07,North,retail,Sprocket,14,51.08,false
SO-00283,2025-01-13,North,partner,Gadget,8,63.66,false
SO-00284,2025-09-17,East,retail,Sprocket,12,61.69,true
SO-00285,2025-12-01,East,partner,Widget,9,65.59,false
SO-00286,2025-04-19,North,partner,Gadget,18,60.37,false
SO-00287,2025-04-01,East,online,Gadget,5,72.12,false
SO-00288,2025-08-09,North,online,Sprocket,17,16.98,true
SO-00289,2025-06-14,South,online,Gadget,11,19.44,false
SO-00290,2025-02-25,East,retail,Sprocket,8,93.88,false
SO-00291,2026-02-21,East,online,Sprocket,11,159.61,false
SO-00292,2025-09-26,North,online,Sprocket,2,44.51,false
SO-00293,2025-06-26,West,partner,Sprocket,17,174.73,true
SO-00294,2025-03-04,West,retail,Sprocket,14,151.90,false
SO-00295,2025-04-28,West,partner,Flange,19,15.32,true
SO-00296,2025-09-28,West,retail,Doohickey,19,15.94,true
SO-00297,2025-06-16,South,partner,Sprocket,11,178.77,false
SO-00298,2025-06-10,South,partner,Sprocket,18,77.16,false
SO-00299,2026-01-21,West,online,Gadget,6,152.52,false
SO-00300,2025-02-28,North,partner,Doohickey,9,19.15,true
SO-00301,2025-12-31,East,retail,Flange,12,86.10,false
SO-00302,2025-01-08,West,online,Sprocket,9,173.42,false
SO-00303,2025-02-07,North,partner,Sprocket,16,158.81,true
SO-00304,2026-02-14,West,online,Flange,3,145.04,false
SO-00305,2026-02-20,East,online,Widget,11,14.33,false
SO-00306,2025-04-23,East,online,Sprocket,6,113.67,true
SO-00307,2025-12-16,West,retail,Widget,3,177.91,false
SO-00308,2025-09-30,East,partner,Gadget,18,122.96,false
SO-00309,2025-07-13,North,retail,Doohickey,9,121.22,false
SO-00310,2025-12-22,South,online,Gadget,6,127.33,false
SO-00311,2025-01-22,South,retail,Widget,9,169.86,false
SO-00312,2025-11-15,East,retail,Gadget,1,179.11,false
SO-00313,2026-01-12,East,retail,Sprocket,7,33.16,false
SO-00314,2025-08-06,East,partner,Sprocket,9,86.57,false
SO-00315,2025-03-05,North,retail,Flange,14,48.43,false
SO-00316,2025-03-02,East,online,Doohickey,3,124.39,false
SO-00317,2025-04-26,West,retail,Gadget,14,111.42,false
SO-00318,2025-11-24,North,retail,Sprocket,11,56.38,false
SO-00319,2025-12-04,East,retail,Widget,20,50.09,false
SO-00320,2025-07-11,South,partner,Doohickey,13,80.35,false
SO-00321,2025-02-22,North,partner,Widget,15,162.20,true
SO-00322,2026-02-09,East,online,Doohickey,1,132.37,false
SO-00323,2026-02-22,North,partner,Gadget,16,20.48,false
SO-00324,2025-08-26,East,retail,Flange,2,174.91,true
SO-00325,2026-02-09,West,retail,Gadget,18,128.58,true
SO-00326,2025-02-04,West,partner,Sprocket,7,97.07,false
SO-00327,2025-04-18,West,retail,Gadget,17,75.88,true
SO-00328,2025-01-02,South,partner,Flange,9,122.10,false
SO-00329,2026-02-02,North,retail,Sprocket,5,10.72,false
SO-00330,2025-01-13,North,retail,Sprocket,18,104.51,true
SO-00331,2026-02-02,North,retail,Flange,19,29.43,false
SO-00332,2025-05-02,South,partner,Widget,17,96.10,false
SO-00333,2025-06-30,South,online,Flange,14,88.22,false
SO-00334,2025-10-29,West,online,Flange,4,87.01,true
SO-00335,2026-02-19,South,online,Flange,17,37.87,false
SO-00336,2025-11-10,North,retail,Widget,8,34.44,true
SO-00337,2026-01-12,West,online,Doohickey,17,114.40,false
SO-00338,2025-02-26,West,retail,Flange,2,75.04,false
SO-00339,2025-02-10,South,retail,Flange,4,121.03,false
SO-00340,2025-06-18,West,online,Flange,5,105.68,false
SO-00341,2025-02-19,West,partner,Doohickey,9,135.16,false
SO-00342,2025-04-23,East,online,Sprocket,16,74.16,false
SO-00343,2025-06-20,West,online,Widget,10,151.73,true
SO-00344,2025-03-25,West,partner,Doohickey,13,148.81,true
SO-00345,2026-01-01,East,online,Doohickey,12,91.25,false
SO-00346,2025-09-24,West,partner,Widget,12,77.94,true
SO-00347,2025-01-04,East,online,Doohickey,20,127.33,false
SO-00348,2025-04-18,North,retail,Gadget,16,28.28,false
SO-00349,2025-01-28,North,online,Doohickey,19,54.46,false
SO-00350,2025-11-28,East,retail,Widget,10,106.42,true
SO-00351,2025-02-13,West,online,Doohickey,11,13.60,false
SO-00352,2026-02-24,South,retail,Doohickey,2,179.95,false
SO-00353,2025-01-25,West,partner,Widget,18,31.82,false
SO-00354,2025-11-24,North,partner,Gadget,19,102.06,false
SO-00355,2025-08-03,East,partner,Widget,6,142.40,false
SO-00356,2025-12-17,South,retail,Sprocket,14,145.80,false
SO-00357,2025-06-13,North,online,Doohickey,18,130.46,true
SO-00358,2025-07-23,East,partner,Flange,4,166.63,false
SO-00359,2025-02-19,West,retail,Flange,5,152.35,true
SO-00360,2025-03-21,East,retail,Sprocket,2,162.22,false
SO-00361,2025-04-13,West,retail,Sprocket,13,95.98,false
SO-00362,2025-02-23,South,partner,Doohickey,7,10.53,false
SO-00363,2025-11-30,East,retail,Flange,17,125.60,false
SO-00364,2025-10-22,West,retail,Flange,5,90.64,false
SO-00365,2025-06-17,North,partner,Sprocket,8,116.77,false
SO-00366,2026-01-09,West,partner,Widget,9,166.53,false
SO-00367,2025-07-13,South,partner,Gadget,14,164.19,true
SO-00368,2025-10-14,South,retail,Flange,15,74.52,true
SO-00369,2025-04-29,South,partner,Widget,10,94.11,false
SO-00370,2025-01-18,East,partner,Gadget,18,92.32,false
SO-00371,2025-03-19,West,retail,Doohickey,4,50.49,false
SO-00372,2025-04-22,South,partner,Flange,12,28.78,false
SO-00373,2025-10-26,South,retail,Doohickey,12,26.74,false
SO-00374,2025-11-08,East,online,Gadget,12,11.50,false
SO-00375,2025-05-10,East,retail,Doohickey,18,30.63,false
SO-00376,2025-02-08,East,online,Doohickey,9,170.27,false
SO-00377,2025-07-19,South,partner,Gadget,20,23.37,false
SO-00378,2025-10-01,East,retail,Widget,14,169.10,false
SO-00379,2025-11-30,South,retail,Sprocket,12,67.45,false
SO-00380,2025-11-24,East,partner,Doohickey,8,20.96,false
SO-00381,2025-02-26,North,retail,Widget,4,168.56,true
SO-00382,2025-04-10,East,retail,Doohickey,5,18.57,true
SO-00383,2025-03-14,North,retail,Flange,5,177.04,false
SO-00384,2025-10-05,North,retail,Flange,6,22.80,false
SO-00385,2025-11-10,West,online,Widget,14,32.00,false
SO-00386,2025-02-10,West,online,Flange,18,23.32,false
SO-00387,2025-05-12,East,online,Doohickey,5,175.88,false
SO-00388,2025-08-07,North,partner,Sprocket,19,179.41,false
SO-00389,2025-11-10,East,online,Widget,17,35.03,true
SO-00390,2025-02-25,North,retail,Doohickey,1,79.24,false
SO-00391,2025-04-06,North,online,Doohickey,3,172.81,false
SO-00392,2025-07-22,South,retail,Doohickey,11,45.72,false
SO-00393,2025-01-08,South,retail,Widget,19,71.59,false
SO-00394,2025-09-24,East,retail,Gadget,14,38.22,false
SO-00395,2025-04-19,East,retail,Sprocket,8,142.79,false
SO-00396,2025-04-05,South,partner,Flange,9,110.43,false
SO-00397,2025-05-11,North,online,Doohickey,8,19.31,false
SO-00398,2025-06-18,South,partner,Widget,8,100.89,true
SO-00399,2025-12-17,South,retail,Gadget,2,79.27,false
SO-00400,2025-07-09,East,online,Widget,13,180.00,false
SO-00401,2026-02-09,South,retail,Gadget,13,163.95,false
SO-00402,2025-10-31,North,retail,Widget,2,93.82,false
SO-00403,2025-02-03,West,online,Gadget,3,43.36,false
SO-00404,2025-04-26,East,retail,Gadget,5,32.38,false
SO-00405,2025-01-22,South,online,Gadget,8,159.80,false
SO-00406,2025-07-08,East,partner,Widget,9,33.19,true
SO-00407,2025-04-05,East,partner,Widget,4,60.80,false
SO-00408,2025-10-26,North,retail,Flange,17,100.93,false
SO-00409,2025-08-15,East,online,Widget,8,10.84,false
SO-00410,2026-01-25,South,online,Doohickey,19,26.03,false
SO-00411,2026-02-10,West,retail,Flange,16,87.99,false
SO-00412,2025-03-17,West,partner,Widget,15,139.18,false
SO-00413,2025-10-06,North,retail,Gadget,2,37.76,false
SO-00414,2025-01-11,North,online,Sprocket,16,113.30,true
SO-00415,2025-08-27,North,online,Doohickey,1,36.61,true
SO-00416,2025-06-22,East,partner,Flange,12,126.29,false
SO-00417,2025-11-16,East,online,Doohickey,5,160.03,false
SO-00418,2025-11-10,West,retail,Flange,19,87.18,false
SO-00419,2025-09-09,South,partner,Flange,6,88.56,false
SO-00420,2025-05-28,South,partner,Doohickey,8,103.45,false
SO-00421,2025-03-22,East,retail,Widget,1,67.70,false
SO-00422,2025-02-27,West,partner,Flange,13,125.93,false
SO-00423,2025-07-25,East,retail,Flange,19,87.51,true
SO-00424,2025-06-13,West,partner,Sprocket,2,118.30,true
SO-00425,2025-05-24,West,online,Widget,9,145.59,false
SO-00426,2025-10-26,West,online,Doohickey,7,163.29,false
SO-00427,2025-02-22,West,retail,Flange,2,170.69,false
SO-00428,2025-09-04,South,retail,Doohickey,17,94.51,false
SO-00429,2025-11-28,South,partner,Sprocket,10,176.33,false
SO-00430,2025-12-17,South,partner,Doohickey,10,145.82,false
SO-00431,2025-03-02,West,retail,Gadget,2,166.16,true
SO-00432,2025-09-20,East,retail,Flange,13,168.39,true
SO-00433,2025-12-08,South,online,Doohickey,10,157.87,false
SO-00434,2025-05-11,South,partner,Doohickey,20,119.63,true
SO-00435,2025-08-12,West,retail,Widget,19,53.48,false
SO-00436,2025-11-24,West,online,Sprocket,12,14.72,false
SO-00437,2025-09-13,South,online,Flange,4,127.45,false
SO-00438,2025-08-09,East,retail,Doohickey,6,12.63,false
SO-00439,2025-12-18,North,retail,Doohickey,2,164.78,false
SO-00440,2025-09-30,East,retail,Widget,11,26.77,false
SO-00441,2025-09-25,West,online,Widget,4,156.35,false
SO-00442,2025-01-26,West,partner,Flange,8,57.59,false
SO-00443,2025-07-06,South,retail,Doohickey,13,20.03,true
SO-00444,2025-07-01,East,partner,Flange,14,45.06,false
SO-00445,2026-02-09,West,online,Widget,14,82.47,false
SO-00446,2026-01-26,East,partner,Flange,14,179.54,false
SO-00447,2025-02-14,South,online,Widget,20,33.86,false
SO-00448,2025-05-20,East,retail,Widget,2,86.54,false
SO-00449,2025-02-24,West,online,Doohickey,2,102.67,true
SO-00450,2025-05-18,West,partner,Flange,15,157.37,false
SO-00451,2025-09-13,South,retail,Gadget,20,78.32,true
SO-00452,2025-12-30,South,online,Widget,19,89.47,true
SO-00453,2025-07-16,North,partner,Sprocket,15,114.48,false
